,Control,Drought
0,1.4598297087622956,1.1242565164520728
1,1.3551800688173146,1.1445889527724709
2,1.355180068817314,1.148455666085933
3,1.3871306731243602,1.1282895483265611
4,1.4628832494069872,1.254017576450199
5,1.2315425406976939,1.1326389673008013
6,1.3580700950943296,0.9888413502392794
7,1.309121628797218,1.145977737280429
8,1.3574315573415894,1.2287403522549325
9,1.5742706264391588,1.1870049439281736
10,1.3126987069400848,1.135561943403799
11,1.3167835730708362,1.0168104687918245
12,1.294313401881954,1.1445889527724709
13,1.3985612030659924,1.1154237196716863
14,1.4559196859878065,1.1459777372804285
15,1.3551800688173137,1.2339950630753884
16,1.355180068817314,0.9780795176892236
17,1.3305902022237055,1.0170597973906355
18,1.5508193405302277,1.2496787169866026
19,1.3859378841044727,1.0821465787229372
20,1.3137181234337116,1.247918230414894
21,1.2864980492916192,1.2199580298496897
22,1.3144761086694268,1.1459777372804287
23,1.312698706940085,1.1445889527724709
24,1.3539144699583627,1.1597013190904764
25,1.2575744501391686,1.2485158742134579
26,1.1804496026460818,1.1459777372804292
27,1.3551800688173141,1.174433312447007
28,1.3634957194314121,1.1459777372804285
29,1.3509479118564285,1.1181809450900433
30,1.4418552691585125,1.1584571254405778
31,1.2592083008872572,1.1459777372804285
32,1.4614989881834606,1.1459777372804292
33,1.1365101377521665,1.0168104687918245
34,1.355180068817314,1.1357705731333734
35,1.3551800688173141,1.229499370806843
36,1.4605634966237309,1.150832553508
37,1.3574315573415903,1.1854663032330905
38,1.0105535373292884,1.1149546149417606
39,1.1510217950081343,1.1450753039751045
40,1.4448934085914416,1.1326389673008013
41,1.351394577009677,1.2457147121397638
42,1.355180068817314,1.2418689941847518
43,1.4395048633481313,1.1459777372804285
44,1.2885431747625082,1.2287403522549323
45,1.4307461175860237,1.1348101844978917
46,1.3551800688173141,1.1459777372804283
47,1.3179403437771742,1.2227857960538553
48,1.355180068817314,1.1459777372804285
49,1.3551800688173143,1.2574316447765592
50,1.3122642282130932,1.141049063830665
51,1.355180068817314,1.145977737280429
52,1.253669350981413,1.149569921972814
53,1.5053028751065616,1.1459777372804292
54,1.3551800688173135,1.1191463926831264
55,1.2763343511676215,1.1459777372804287
56,1.4605634966237304,1.1416189991532992
57,1.3821060190957843,1.164886133789001
58,1.4292738289761637,0.885028217555791
59,1.3194336224662229,1.1349244408799748
60,1.671297052024484,1.145977737280429
61,1.3561514213891743,1.1129142387121442
62,1.3551800688173141,1.1578410631936022
63,1.3960013607015727,1.2583130544058587
64,1.3551800688173132,1.1459777372804287
65,1.6642504132194471,1.0032177282344072
66,1.331173052183371,1.145977737280429
67,1.4605634966237302,1.1405192263118418
68,1.1920856909509019,1.1410490638306652
69,1.1691570687934565,1.112421670721722
70,1.355180068817314,1.1459777372804287
71,1.3305902022237053,1.145977737280429
72,1.3305902022237057,1.1451409142163749
73,1.3551800688173137,1.145977737280429
74,1.3871306731243598,1.1405192263118415
75,1.4559196859878067,1.1400396420882921
76,1.451592130823822,1.1578410631936018
77,1.3643245985969255,1.1154237196716859
78,1.408296351161485,1.1284539373566331
79,1.2788539944270252,1.145977737280429
80,1.3551800688173137,1.141592345622087
81,1.1381189579626492,1.1594308162835774
82,1.180449602646082,1.0109239341525167
83,1.3144761086694268,1.1134149490625738
84,1.4696229421191778,1.1459777372804292
85,1.2514551978386892,1.184397913364667
86,1.363495719431412,0.9904267043426627
87,1.5321522018199178,0.958039838415251
88,1.2773812811999625,1.111147766074494
89,1.2800626162531616,1.1459777372804285
90,1.422240689482397,1.1459777372804292
91,1.3551800688173132,1.145977737280429
92,1.5443344113767163,1.2165921759618408
93,1.3551800688173132,1.1400396420882914
94,1.351394577009677,1.1405192263118413
95,1.3320646002655354,1.1450753039751043
96,1.3311730521833711,1.1589172109220702
97,1.4606349302363884,0.9905808596336585
98,1.3574315573415896,1.1237389597186944
99,1.2847427557988924,1.1459777372804287
100,1.3551800688173135,1.145977737280429
101,1.4612908165130085,1.0035662357977104
102,1.3134046201161702,1.1459777372804294
103,1.3551800688173143,0.990988549220563
104,1.4605634966237306,1.2374563230761402
105,1.1804496026460818,0.9826198608312102
106,1.4081874524379994,1.2032780955305507
107,1.4605634966237306,1.1405192263118413
108,1.3430927756687252,1.0953556529982416
109,1.174566904687844,1.2287403522549327
110,1.2356293125696662,1.1459777372804287
111,1.435331426366796,1.1062734750103267
112,1.5947069091064834,1.1122275544818974
113,1.4880514346711144,1.1459777372804283
114,1.3551800688173137,1.1445889527724715
115,1.5299747247042914,1.1459777372804287
116,1.3539999448512363,1.1149546149417604
117,1.4612908165130083,1.2038161365343354
118,1.5443344113767163,1.2485158742134574
119,1.4336200381682322,1.1459777372804292
120,1.3513945770096774,1.1450753039751043
121,1.5146521901564731,1.1459777372804292
122,1.3626563070269966,1.145977737280429
123,1.4559196859878067,1.2160757567907996
124,1.4278510985418786,1.1459777372804287
125,1.6012733215018302,1.125386249340609
126,1.4317798796886039,1.1498536726673
127,1.2877626979454715,1.132638967300801
128,1.3755051381208014,1.1450753039751047
129,1.405738217526543,1.2413743556674413
130,1.4551112371410344,1.1280740044895512
131,1.0564498741761321,0.9913114009964895
132,1.5410819574953294,0.9327782018668742
133,1.363904657482221,1.0109239341525162
134,1.2528056791144435,1.145977737280429
135,1.3551800688173135,1.2584303734591367
136,1.389590058049017,1.1090619925148169
137,1.3207246140761248,1.0168104687918245
138,1.3607668587416963,1.003217728234407
139,1.3673745064972236,1.145977737280429
140,1.3551800688173137,0.9909885492205631
141,1.3311730521833707,1.1449792069629816
142,1.4541868951137473,1.2390370283986172
143,1.4605634966237304,1.145977737280429
144,1.3551800688173137,1.1633882862091895
145,1.3027989282816852,1.134434316116983
146,1.5012855648468302,1.1459777372804285
147,1.4353314263667951,1.1884800269738383
148,1.330590202223706,1.13720762705565
149,1.3551800688173137,1.1543872429514541
150,1.2935477902320411,1.1552823090492212
151,1.4307719169355888,1.1308973319758646
152,1.3843283879316783,0.9656009899576649
