datetime,Unnamed: 0,year,DOY,time,Ta,HR,VPD,R,meanWS,P,maxWS
2024-04-15 10:00:00,221674,2024,106,1000,19.14,38.0,,,,0.0,
2024-04-15 11:00:00,221675,2024,106,1100,21.48,38.0,,,,0.0,
2024-04-15 12:00:00,221676,2024,106,1200,21.81,41.0,,,,0.0,
2024-04-15 13:00:00,221677,2024,106,1300,21.71,38.0,,,,0.0,
2024-04-15 14:00:00,221678,2024,106,1400,23.06,38.0,,,,0.0,
2024-04-15 15:00:00,221679,2024,106,1500,24.02,36.0,,,,0.0,
2024-04-15 16:00:00,221680,2024,106,1600,23.2,41.0,,,,0.0,
2024-04-15 17:00:00,221681,2024,106,1700,22.47,46.0,,,,0.0,
2024-04-15 18:00:00,221682,2024,106,1800,21.35,49.0,,,,0.0,
2024-04-15 19:00:00,221683,2024,106,1900,20.24,58.0,,,,0.0,
2024-04-15 20:00:00,221684,2024,106,2000,18.67,64.0,,,,0.0,
2024-04-15 21:00:00,221685,2024,106,2100,16.73,66.0,,,,0.0,
2024-04-15 22:00:00,221686,2024,106,2200,14.97,61.0,,,,0.0,
2024-04-15 23:00:00,221687,2024,106,2300,14.32,65.0,,,,0.0,
2024-04-16 00:00:00,221688,2024,107,0,12.45,64.0,,,,0.0,
2024-04-16 01:00:00,221689,2024,107,100,10.33,66.0,,,,0.0,
2024-04-16 02:00:00,221690,2024,107,200,9.04,76.0,,,,0.0,
2024-04-16 03:00:00,221691,2024,107,300,8.15,85.0,,,,0.0,
2024-04-16 04:00:00,221692,2024,107,400,6.91,89.0,,,,0.0,
2024-04-16 05:00:00,221693,2024,107,500,5.93,93.0,,,,0.0,
2024-04-16 06:00:00,221694,2024,107,600,5.38,90.0,,,,0.0,
2024-04-16 07:00:00,221695,2024,107,700,5.02,79.0,,,,0.0,
2024-04-16 08:00:00,221696,2024,107,800,7.01,70.0,,,,0.0,
2024-04-16 09:00:00,221697,2024,107,900,9.55,64.0,,,,0.0,
2024-04-16 10:00:00,221698,2024,107,1000,11.93,58.0,,,,0.0,
2024-04-16 11:00:00,221699,2024,107,1100,14.98,52.0,,,,0.0,
2024-04-16 12:00:00,221700,2024,107,1200,15.28,50.0,,,,0.0,
2024-04-16 13:00:00,221701,2024,107,1300,16.8,48.0,,,,0.0,
2024-04-16 14:00:00,221702,2024,107,1400,17.04,46.0,,,,0.0,
2024-04-16 15:00:00,221703,2024,107,1500,18.51,44.0,,,,0.0,
2024-04-16 16:00:00,221704,2024,107,1600,17.03,43.0,,,,0.0,
2024-04-16 17:00:00,221705,2024,107,1700,16.34,46.0,,,,0.0,
2024-04-16 18:00:00,221706,2024,107,1800,14.69,52.0,,,,0.0,
2024-04-16 19:00:00,221707,2024,107,1900,12.92,57.0,,,,0.0,
2024-04-16 20:00:00,221708,2024,107,2000,11.1,61.0,,,,0.0,
2024-04-16 21:00:00,221709,2024,107,2100,9.05,66.0,,,,0.0,
2024-04-16 22:00:00,221710,2024,107,2200,7.79,71.0,,,,0.0,
2024-04-16 23:00:00,221711,2024,107,2300,6.49,75.0,,,,0.0,
2024-04-17 00:00:00,221712,2024,108,0,5.57,80.0,,,,0.0,
2024-04-17 01:00:00,221713,2024,108,100,4.93,85.0,,,,0.0,
2024-04-17 02:00:00,221714,2024,108,200,4.5,88.0,,,,0.0,
2024-04-17 03:00:00,221715,2024,108,300,4.08,95.0,,,,0.0,
2024-04-17 04:00:00,221716,2024,108,400,3.59,97.0,,,,0.0,
2024-04-17 05:00:00,221717,2024,108,500,3.29,99.0,,,,0.0,
2024-04-17 06:00:00,221718,2024,108,600,3.43,96.0,,,,0.0,
2024-04-17 07:00:00,221719,2024,108,700,3.37,87.0,,,,0.0,
2024-04-17 08:00:00,221720,2024,108,800,4.82,77.0,,,,0.0,
2024-04-17 09:00:00,221721,2024,108,900,6.94,65.0,,,,0.0,
2024-04-17 10:00:00,221722,2024,108,1000,10.54,58.0,,,,0.0,
2024-04-17 11:00:00,221723,2024,108,1100,12.64,54.0,,,,0.0,
2024-04-17 12:00:00,221724,2024,108,1200,14.27,47.0,,,,0.0,
2024-04-17 13:00:00,221725,2024,108,1300,15.41,44.0,,,,0.0,
2024-04-17 14:00:00,221726,2024,108,1400,16.1,43.0,,,,0.0,
2024-04-17 15:00:00,221727,2024,108,1500,17.06,39.0,,,,0.0,
2024-04-17 16:00:00,221728,2024,108,1600,15.94,39.0,,,,0.0,
2024-04-17 17:00:00,221729,2024,108,1700,15.32,43.0,,,,0.0,
2024-04-17 18:00:00,221730,2024,108,1800,14.6,48.0,,,,0.0,
2024-04-17 19:00:00,221731,2024,108,1900,13.09,56.0,,,,0.0,
2024-04-17 20:00:00,221732,2024,108,2000,11.9,62.0,,,,0.0,
2024-04-17 21:00:00,221733,2024,108,2100,10.25,66.0,,,,0.0,
2024-04-17 22:00:00,221734,2024,108,2200,8.52,72.0,,,,0.0,
2024-04-17 23:00:00,221735,2024,108,2300,6.97,75.0,,,,0.0,
2024-04-18 00:00:00,221736,2024,109,0,6.1,75.0,,,,0.0,
2024-04-18 01:00:00,221737,2024,109,100,5.48,78.0,,,,0.0,
2024-04-18 02:00:00,221738,2024,109,200,4.42,85.0,,,,0.0,
2024-04-18 03:00:00,221739,2024,109,300,3.89,87.0,,,,0.0,
2024-04-18 04:00:00,221740,2024,109,400,3.21,93.0,,,,0.0,
2024-04-18 05:00:00,221741,2024,109,500,3.29,98.0,,,,0.0,
2024-04-18 06:00:00,221742,2024,109,600,2.18,91.0,,,,0.0,
2024-04-18 07:00:00,221743,2024,109,700,2.13,79.0,,,,0.0,
2024-04-18 08:00:00,221744,2024,109,800,4.21,67.0,,,,0.0,
2024-04-18 09:00:00,221745,2024,109,900,7.55,60.0,,,,0.0,
2024-04-18 10:00:00,221746,2024,109,1000,10.95,54.0,,,,0.0,
2024-04-18 11:00:00,221747,2024,109,1100,13.37,48.0,,,,0.0,
2024-04-18 12:00:00,221748,2024,109,1200,14.25,45.0,,,,0.0,
2024-04-18 13:00:00,221749,2024,109,1300,15.31,38.0,,,,0.0,
2024-04-18 14:00:00,221750,2024,109,1400,15.99,34.0,,,,0.0,
2024-04-18 15:00:00,221751,2024,109,1500,16.25,31.0,,,,0.0,
2024-04-18 16:00:00,221752,2024,109,1600,15.16,34.0,,,,0.0,
2024-04-18 17:00:00,221753,2024,109,1700,14.63,37.0,,,,0.0,
2024-04-18 18:00:00,221754,2024,109,1800,14.26,39.0,,,,0.0,
2024-04-18 19:00:00,221755,2024,109,1900,13.17,85.0,,,,0.0,
2024-04-18 20:00:00,221756,2024,109,2000,11.65,100.0,,,,0.0,
2024-04-18 21:00:00,221757,2024,109,2100,9.63,100.0,,,,0.0,
2024-04-18 22:00:00,221758,2024,109,2200,7.37,100.0,,,,0.0,
2024-04-18 23:00:00,221759,2024,109,2300,6.67,100.0,,,,0.0,
2024-04-19 00:00:00,221760,2024,110,0,6.19,92.0,,,,0.0,
2024-04-19 01:00:00,221761,2024,110,100,5.46,100.0,,,,0.0,
2024-04-19 02:00:00,221762,2024,110,200,4.79,100.0,,,,0.0,
2024-04-19 03:00:00,221763,2024,110,300,4.75,100.0,,,,0.0,
2024-04-19 04:00:00,221764,2024,110,400,4.19,100.0,,,,0.0,
2024-04-19 05:00:00,221765,2024,110,500,4.02,100.0,,,,0.0,
2024-04-19 06:00:00,221766,2024,110,600,3.27,98.0,,,,0.0,
2024-04-19 07:00:00,221767,2024,110,700,3.37,77.0,,,,0.0,
2024-04-19 08:00:00,221768,2024,110,800,7.95,69.0,,,,0.0,
2024-04-19 09:00:00,221769,2024,110,900,11.5,66.0,,,,0.0,
2024-04-19 10:00:00,221770,2024,110,1000,13.62,53.0,,,,0.0,
2024-04-19 11:00:00,221771,2024,110,1100,13.86,46.0,,,,0.0,
2024-04-19 12:00:00,221772,2024,110,1200,15.99,46.0,,,,0.0,
2024-04-19 13:00:00,221773,2024,110,1300,17.95,46.0,,,,0.0,
2024-04-19 14:00:00,221774,2024,110,1400,16.39,55.0,,,,0.0,
2024-04-19 15:00:00,221775,2024,110,1500,17.44,56.0,,,,0.0,
2024-04-19 16:00:00,221776,2024,110,1600,15.67,54.0,,,,0.0,
2024-04-19 17:00:00,221777,2024,110,1700,14.24,59.0,,,,0.0,
2024-04-19 18:00:00,221778,2024,110,1800,12.86,66.0,,,,0.0,
2024-04-19 19:00:00,221779,2024,110,1900,12.17,85.0,,,,0.0,
2024-04-19 20:00:00,221780,2024,110,2000,10.98,100.0,,,,0.0,
2024-04-19 21:00:00,221781,2024,110,2100,9.2,100.0,,,,0.0,
2024-04-19 22:00:00,221782,2024,110,2200,9.03,100.0,,,,0.0,
2024-04-19 23:00:00,221783,2024,110,2300,8.94,100.0,,,,0.0,
2024-04-20 00:00:00,221784,2024,111,0,9.28,100.0,,,,0.0,
2024-04-20 01:00:00,221785,2024,111,100,9.05,100.0,,,,0.0,
2024-04-20 02:00:00,221786,2024,111,200,8.8,100.0,,,,0.0,
2024-04-20 03:00:00,221787,2024,111,300,9.01,100.0,,,,0.0,
2024-04-20 04:00:00,221788,2024,111,400,8.06,100.0,,,,0.0,
2024-04-20 05:00:00,221789,2024,111,500,8.8,100.0,,,,0.0,
2024-04-20 06:00:00,221790,2024,111,600,8.13,100.0,,,,0.0,
2024-04-20 07:00:00,221791,2024,111,700,8.16,64.0,,,,0.0,
2024-04-20 08:00:00,221792,2024,111,800,12.37,47.0,,,,0.0,
2024-04-20 09:00:00,221793,2024,111,900,16.24,44.0,,,,0.0,
2024-04-20 10:00:00,221794,2024,111,1000,17.86,40.0,,,,0.0,
2024-04-20 11:00:00,221795,2024,111,1100,18.53,33.0,,,,0.0,
2024-04-20 12:00:00,221796,2024,111,1200,19.76,30.0,,,,0.0,
2024-04-20 13:00:00,221797,2024,111,1300,21.31,31.0,,,,0.0,
2024-04-20 14:00:00,221798,2024,111,1400,22.11,48.0,,,,0.0,
2024-04-20 15:00:00,221799,2024,111,1500,21.47,49.0,,,,0.0,
2024-04-20 16:00:00,221800,2024,111,1600,19.66,53.0,,,,0.0,
2024-04-20 17:00:00,221801,2024,111,1700,17.29,60.0,,,,0.0,
2024-04-20 18:00:00,221802,2024,111,1800,15.26,71.0,,,,0.0,
2024-04-20 19:00:00,221803,2024,111,1900,13.76,83.0,,,,0.0,
2024-04-20 20:00:00,221804,2024,111,2000,12.13,86.0,,,,0.0,
2024-04-20 21:00:00,221805,2024,111,2100,10.51,75.0,,,,0.0,
2024-04-20 22:00:00,221806,2024,111,2200,9.93,63.0,,,,0.0,
2024-04-20 23:00:00,221807,2024,111,2300,9.09,74.0,,,,0.0,
2024-04-21 00:00:00,221808,2024,112,0,10.09,79.0,,,,0.0,
2024-04-21 01:00:00,221809,2024,112,100,8.97,91.0,,,,0.0,
2024-04-21 02:00:00,221810,2024,112,200,9.43,92.0,,,,0.0,
2024-04-21 03:00:00,221811,2024,112,300,8.77,100.0,,,,0.0,
2024-04-21 04:00:00,221812,2024,112,400,7.39,100.0,,,,0.0,
2024-04-21 05:00:00,221813,2024,112,500,6.55,100.0,,,,0.0,
2024-04-21 06:00:00,221814,2024,112,600,6.22,91.0,,,,0.0,
2024-04-21 07:00:00,221815,2024,112,700,6.22,77.0,,,,0.0,
2024-04-21 08:00:00,221816,2024,112,800,8.62,64.0,,,,0.0,
2024-04-21 09:00:00,221817,2024,112,900,11.99,58.0,,,,0.0,
2024-04-21 10:00:00,221818,2024,112,1000,15.33,53.0,,,,0.0,
2024-04-21 11:00:00,221819,2024,112,1100,15.32,47.0,,,,0.0,
2024-04-21 12:00:00,221820,2024,112,1200,16.89,41.0,,,,0.0,
2024-04-21 13:00:00,221821,2024,112,1300,17.83,36.0,,,,0.0,
2024-04-21 14:00:00,221822,2024,112,1400,19.81,57.0,,,,0.0,
2024-04-21 15:00:00,221823,2024,112,1500,20.06,60.0,,,,0.0,
2024-04-21 16:00:00,221824,2024,112,1600,17.62,68.0,,,,0.0,
2024-04-21 17:00:00,221825,2024,112,1700,16.56,81.0,,,,0.0,
2024-04-21 18:00:00,221826,2024,112,1800,14.04,97.0,,,,0.0,
2024-04-21 19:00:00,221827,2024,112,1900,12.12,100.0,,,,0.0,
2024-04-21 20:00:00,221828,2024,112,2000,10.76,100.0,,,,0.0,
2024-04-21 21:00:00,221829,2024,112,2100,8.92,100.0,,,,0.0,
2024-04-21 22:00:00,221830,2024,112,2200,8.47,100.0,,,,0.0,
2024-04-21 23:00:00,221831,2024,112,2300,8.36,100.0,,,,0.0,
2024-04-22 00:00:00,221832,2024,113,0,7.85,75.0,,,,0.0,
2024-04-22 01:00:00,221833,2024,113,100,7.77,78.0,,,,0.0,
2024-04-22 02:00:00,221834,2024,113,200,7.26,82.0,,,,0.0,
2024-04-22 03:00:00,221835,2024,113,300,6.59,86.0,,,,0.0,
2024-04-22 04:00:00,221836,2024,113,400,5.8,88.0,,,,0.0,
2024-04-22 05:00:00,221837,2024,113,500,5.69,94.0,,,,0.0,
2024-04-22 06:00:00,221838,2024,113,600,5.47,95.0,,,,0.0,
2024-04-22 07:00:00,221839,2024,113,700,3.45,84.0,,,,0.0,
2024-04-22 08:00:00,221840,2024,113,800,4.61,79.0,,,,0.0,
2024-04-22 09:00:00,221841,2024,113,900,4.64,69.0,,,,0.0,
2024-04-22 10:00:00,221842,2024,113,1000,8.56,58.0,,,,0.0,
2024-04-22 11:00:00,221843,2024,113,1100,7.97,48.0,,,,0.0,
2024-04-22 12:00:00,221844,2024,113,1200,7.48,44.0,,,,0.0,
2024-04-22 13:00:00,221845,2024,113,1300,9.5,35.0,,,,0.0,
2024-04-22 14:00:00,221846,2024,113,1400,11.4,29.0,,,,0.0,
2024-04-22 15:00:00,221847,2024,113,1500,11.96,28.0,,,,0.0,
2024-04-22 16:00:00,221848,2024,113,1600,12.01,62.0,,,,0.0,
2024-04-22 17:00:00,221849,2024,113,1700,11.87,74.0,,,,0.0,
2024-04-22 18:00:00,221850,2024,113,1800,11.37,88.0,,,,0.0,
2024-04-22 19:00:00,221851,2024,113,1900,9.69,100.0,,,,0.0,
2024-04-22 20:00:00,221852,2024,113,2000,8.29,99.0,,,,0.0,
2024-04-22 21:00:00,221853,2024,113,2100,6.75,98.0,,,,0.0,
2024-04-22 22:00:00,221854,2024,113,2200,6.2,100.0,,,,0.0,
2024-04-22 23:00:00,221855,2024,113,2300,5.15,100.0,,,,0.0,
2024-04-23 00:00:00,221856,2024,114,0,3.88,90.0,,,,0.0,
2024-04-23 01:00:00,221857,2024,114,100,3.36,75.0,,,,0.0,
2024-04-23 02:00:00,221858,2024,114,200,4.11,88.0,,,,0.0,
2024-04-23 03:00:00,221859,2024,114,300,2.75,93.0,,,,0.0,
2024-04-23 04:00:00,221860,2024,114,400,1.1,97.0,,,,0.0,
2024-04-23 05:00:00,221861,2024,114,500,0.58,99.0,,,,0.0,
2024-04-23 06:00:00,221862,2024,114,600,0.56,86.0,,,,0.0,
2024-04-23 07:00:00,221863,2024,114,700,0.77,59.0,,,,0.0,
2024-04-23 08:00:00,221864,2024,114,800,4.46,52.0,,,,0.0,
2024-04-23 09:00:00,221865,2024,114,900,7.67,47.0,,,,0.0,
2024-04-23 10:00:00,221866,2024,114,1000,9.65,42.0,,,,0.0,
2024-04-23 11:00:00,221867,2024,114,1100,9.91,47.0,,,,0.0,
2024-04-23 12:00:00,221868,2024,114,1200,10.69,51.0,,,,0.0,
2024-04-23 13:00:00,221869,2024,114,1300,10.89,65.0,,,,0.0,
2024-04-23 14:00:00,221870,2024,114,1400,10.96,42.0,,,,0.0,
2024-04-23 15:00:00,221871,2024,114,1500,8.69,79.0,,,,0.0,
2024-04-23 16:00:00,221872,2024,114,1600,8.75,76.0,,,,0.0,
2024-04-23 17:00:00,221873,2024,114,1700,6.59,76.0,,,,0.0,
2024-04-23 18:00:00,221874,2024,114,1800,6.07,83.0,,,,0.0,
2024-04-23 19:00:00,221875,2024,114,1900,5.54,77.0,,,,0.0,
2024-04-23 20:00:00,221876,2024,114,2000,5.08,78.0,,,,0.0,
2024-04-23 21:00:00,221877,2024,114,2100,4.66,61.0,,,,0.0,
2024-04-23 22:00:00,221878,2024,114,2200,4.5,46.0,,,,0.0,
2024-04-23 23:00:00,221879,2024,114,2300,3.82,49.0,,,,0.0,
2024-04-24 00:00:00,221880,2024,115,0,3.43,57.0,,,,0.0,
2024-04-24 01:00:00,221881,2024,115,100,2.78,81.0,,,,0.0,
2024-04-24 02:00:00,221882,2024,115,200,2.77,85.0,,,,0.0,
2024-04-24 03:00:00,221883,2024,115,300,2.0,94.0,,,,0.0,
2024-04-24 04:00:00,221884,2024,115,400,0.91,94.0,,,,0.0,
2024-04-24 05:00:00,221885,2024,115,500,0.7,94.0,,,,0.0,
2024-04-24 06:00:00,221886,2024,115,600,0.57,81.0,,,,0.0,
2024-04-24 07:00:00,221887,2024,115,700,0.92,70.0,,,,0.0,
2024-04-24 08:00:00,221888,2024,115,800,3.14,62.0,,,,0.0,
2024-04-24 09:00:00,221889,2024,115,900,7.8,55.0,,,,0.0,
2024-04-24 10:00:00,221890,2024,115,1000,9.75,44.0,,,,0.0,
2024-04-24 11:00:00,221891,2024,115,1100,11.89,33.0,,,,0.0,
2024-04-24 12:00:00,221892,2024,115,1200,12.5,30.0,,,,0.0,
2024-04-24 13:00:00,221893,2024,115,1300,13.14,27.0,,,,0.0,
2024-04-24 14:00:00,221894,2024,115,1400,13.88,31.0,,,,0.0,
2024-04-24 15:00:00,221895,2024,115,1500,15.02,33.0,,,,0.0,
2024-04-24 16:00:00,221896,2024,115,1600,14.02,40.0,,,,0.0,
2024-04-24 17:00:00,221897,2024,115,1700,13.51,45.0,,,,0.0,
2024-04-24 18:00:00,221898,2024,115,1800,11.51,54.0,,,,0.0,
2024-04-24 19:00:00,221899,2024,115,1900,10.62,63.0,,,,0.0,
2024-04-24 20:00:00,221900,2024,115,2000,9.73,70.0,,,,0.0,
2024-04-24 21:00:00,221901,2024,115,2100,7.94,79.0,,,,0.0,
2024-04-24 22:00:00,221902,2024,115,2200,6.83,84.0,,,,0.0,
2024-04-24 23:00:00,221903,2024,115,2300,5.81,80.0,,,,0.0,
2024-04-25 00:00:00,221904,2024,116,0,6.07,80.0,,,,0.0,
2024-04-25 01:00:00,221905,2024,116,100,6.22,84.0,,,,0.0,
2024-04-25 02:00:00,221906,2024,116,200,6.08,76.0,,,,0.0,
2024-04-25 03:00:00,221907,2024,116,300,5.09,83.0,,,,0.0,
2024-04-25 04:00:00,221908,2024,116,400,4.51,85.0,,,,0.0,
2024-04-25 05:00:00,221909,2024,116,500,4.25,87.0,,,,0.0,
2024-04-25 06:00:00,221910,2024,116,600,3.31,76.0,,,,0.0,
2024-04-25 07:00:00,221911,2024,116,700,2.54,68.0,,,,0.0,
2024-04-25 08:00:00,221912,2024,116,800,5.3,59.0,,,,0.0,
2024-04-25 09:00:00,221913,2024,116,900,5.43,60.0,,,,0.0,
2024-04-25 10:00:00,221914,2024,116,1000,7.35,56.0,,,,0.0,
2024-04-25 11:00:00,221915,2024,116,1100,11.8,49.0,,,,0.0,
2024-04-25 12:00:00,221916,2024,116,1200,11.95,49.0,,,,0.0,
2024-04-25 13:00:00,221917,2024,116,1300,12.24,53.0,,,,0.0,
2024-04-25 14:00:00,221918,2024,116,1400,14.75,51.0,,,,0.0,
2024-04-25 15:00:00,221919,2024,116,1500,13.93,53.0,,,,0.0,
2024-04-25 16:00:00,221920,2024,116,1600,13.49,72.0,,,,0.0,
2024-04-25 17:00:00,221921,2024,116,1700,12.2,83.0,,,,0.0,
2024-04-25 18:00:00,221922,2024,116,1800,10.33,93.0,,,,0.0,
2024-04-25 19:00:00,221923,2024,116,1900,9.71,99.0,,,,0.0,
2024-04-25 20:00:00,221924,2024,116,2000,8.79,96.0,,,,0.0,
2024-04-25 21:00:00,221925,2024,116,2100,7.83,100.0,,,,0.0,
2024-04-25 22:00:00,221926,2024,116,2200,7.3,100.0,,,,0.0,
2024-04-25 23:00:00,221927,2024,116,2300,6.96,100.0,,,,2.0,
2024-04-26 00:00:00,221928,2024,117,0,6.79,100.0,,,,0.0,
2024-04-26 01:00:00,221929,2024,117,100,5.65,100.0,,,,0.0,
2024-04-26 02:00:00,221930,2024,117,200,5.53,100.0,,,,0.0,
2024-04-26 03:00:00,221931,2024,117,300,4.76,100.0,,,,0.0,
2024-04-26 04:00:00,221932,2024,117,400,4.44,100.0,,,,0.0,
2024-04-26 05:00:00,221933,2024,117,500,4.26,100.0,,,,0.0,
2024-04-26 06:00:00,221934,2024,117,600,4.07,100.0,,,,0.0,
2024-04-26 07:00:00,221935,2024,117,700,4.21,83.0,,,,0.0,
2024-04-26 08:00:00,221936,2024,117,800,7.55,67.0,,,,0.0,
2024-04-26 09:00:00,221937,2024,117,900,11.12,61.0,,,,0.0,
2024-04-26 10:00:00,221938,2024,117,1000,13.47,58.0,,,,0.0,
2024-04-26 11:00:00,221939,2024,117,1100,11.1,60.0,,,,0.0,
2024-04-26 12:00:00,221940,2024,117,1200,12.15,60.0,,,,0.0,
2024-04-26 13:00:00,221941,2024,117,1300,12.01,57.0,,,,0.0,
2024-04-26 14:00:00,221942,2024,117,1400,12.87,56.0,,,,0.0,
2024-04-26 15:00:00,221943,2024,117,1500,15.44,64.0,,,,0.0,
2024-04-26 16:00:00,221944,2024,117,1600,14.63,76.0,,,,0.0,
2024-04-26 17:00:00,221945,2024,117,1700,12.92,82.0,,,,0.0,
2024-04-26 18:00:00,221946,2024,117,1800,10.99,88.0,,,,0.0,
2024-04-26 19:00:00,221947,2024,117,1900,10.2,97.0,,,,0.0,
2024-04-26 20:00:00,221948,2024,117,2000,9.24,100.0,,,,0.0,
2024-04-26 21:00:00,221949,2024,117,2100,8.58,100.0,,,,0.0,
2024-04-26 22:00:00,221950,2024,117,2200,8.51,97.0,,,,0.0,
2024-04-26 23:00:00,221951,2024,117,2300,8.74,100.0,,,,0.0,
2024-04-27 00:00:00,221952,2024,118,0,8.61,100.0,,,,0.0,
2024-04-27 01:00:00,221953,2024,118,100,8.38,99.0,,,,0.0,
2024-04-27 02:00:00,221954,2024,118,200,8.72,100.0,,,,0.0,
2024-04-27 03:00:00,221955,2024,118,300,8.54,100.0,,,,0.0,
2024-04-27 04:00:00,221956,2024,118,400,8.52,100.0,,,,0.0,
2024-04-27 05:00:00,221957,2024,118,500,8.66,100.0,,,,0.0,
2024-04-27 06:00:00,221958,2024,118,600,8.56,100.0,,,,0.0,
2024-04-27 07:00:00,221959,2024,118,700,8.6,98.0,,,,0.0,
2024-04-27 08:00:00,221960,2024,118,800,8.64,92.0,,,,1.0,
2024-04-27 09:00:00,221961,2024,118,900,8.09,91.0,,,,0.0,
2024-04-27 10:00:00,221962,2024,118,1000,8.87,97.0,,,,0.0,
2024-04-27 11:00:00,221963,2024,118,1100,8.73,96.0,,,,0.0,
2024-04-27 12:00:00,221964,2024,118,1200,9.46,94.0,,,,2.0,
2024-04-27 13:00:00,221965,2024,118,1300,10.3,89.0,,,,1.0,
2024-04-27 14:00:00,221966,2024,118,1400,9.77,90.0,,,,1.0,
2024-04-27 15:00:00,221967,2024,118,1500,10.29,81.0,,,,0.0,
2024-04-27 16:00:00,221968,2024,118,1600,10.42,84.0,,,,0.0,
2024-04-27 17:00:00,221969,2024,118,1700,10.71,100.0,,,,0.0,
2024-04-27 18:00:00,221970,2024,118,1800,10.7,100.0,,,,0.0,
2024-04-27 19:00:00,221971,2024,118,1900,9.15,98.0,,,,1.0,
2024-04-27 20:00:00,221972,2024,118,2000,8.54,100.0,,,,0.0,
2024-04-27 21:00:00,221973,2024,118,2100,8.05,100.0,,,,1.0,
2024-04-27 22:00:00,221974,2024,118,2200,7.66,100.0,,,,0.0,
2024-04-27 23:00:00,221975,2024,118,2300,7.99,100.0,,,,0.0,
2024-04-28 00:00:00,221976,2024,119,0,8.9,100.0,,,,0.0,
2024-04-28 01:00:00,221977,2024,119,100,7.18,100.0,,,,0.0,
2024-04-28 02:00:00,221978,2024,119,200,7.8,100.0,,,,0.0,
2024-04-28 03:00:00,221979,2024,119,300,7.9,100.0,,,,0.0,
2024-04-28 04:00:00,221980,2024,119,400,7.77,100.0,,,,0.0,
2024-04-28 05:00:00,221981,2024,119,500,8.07,100.0,,,,0.0,
2024-04-28 06:00:00,221982,2024,119,600,7.7,100.0,,,,0.0,
2024-04-28 07:00:00,221983,2024,119,700,7.31,100.0,,,,0.0,
2024-04-28 08:00:00,221984,2024,119,800,7.59,89.0,,,,0.0,
2024-04-28 09:00:00,221985,2024,119,900,8.41,74.0,,,,0.0,
2024-04-28 10:00:00,221986,2024,119,1000,10.15,82.0,,,,0.0,
2024-04-28 11:00:00,221987,2024,119,1100,12.22,92.0,,,,0.0,
2024-04-28 12:00:00,221988,2024,119,1200,12.38,76.0,,,,0.0,
2024-04-28 13:00:00,221989,2024,119,1300,10.7,96.0,,,,7.0,
2024-04-28 14:00:00,221990,2024,119,1400,8.17,91.0,,,,1.0,
2024-04-28 15:00:00,221991,2024,119,1500,9.45,87.0,,,,2.0,
2024-04-28 16:00:00,221992,2024,119,1600,10.76,99.0,,,,0.0,
2024-04-28 17:00:00,221993,2024,119,1700,10.27,100.0,,,,0.0,
2024-04-28 18:00:00,221994,2024,119,1800,8.89,100.0,,,,1.0,
2024-04-28 19:00:00,221995,2024,119,1900,7.81,100.0,,,,3.0,
2024-04-28 20:00:00,221996,2024,119,2000,7.46,100.0,,,,2.0,
2024-04-28 21:00:00,221997,2024,119,2100,7.49,100.0,,,,0.0,
2024-04-28 22:00:00,221998,2024,119,2200,7.56,100.0,,,,0.0,
2024-04-28 23:00:00,221999,2024,119,2300,7.37,100.0,,,,0.0,
2024-04-29 00:00:00,222000,2024,120,0,7.56,100.0,,,,0.0,
2024-04-29 01:00:00,222001,2024,120,100,7.65,100.0,,,,0.0,
2024-04-29 02:00:00,222002,2024,120,200,7.68,100.0,,,,2.0,
2024-04-29 03:00:00,222003,2024,120,300,7.68,100.0,,,,2.0,
2024-04-29 04:00:00,222004,2024,120,400,7.38,100.0,,,,4.0,
2024-04-29 05:00:00,222005,2024,120,500,6.7,100.0,,,,2.0,
2024-04-29 06:00:00,222006,2024,120,600,6.89,100.0,,,,2.0,
2024-04-29 07:00:00,222007,2024,120,700,6.77,100.0,,,,1.0,
2024-04-29 08:00:00,222008,2024,120,800,6.83,100.0,,,,0.0,
2024-04-29 09:00:00,222009,2024,120,900,7.45,100.0,,,,0.0,
2024-04-29 10:00:00,222010,2024,120,1000,7.63,100.0,,,,2.0,
2024-04-29 11:00:00,222011,2024,120,1100,7.96,100.0,,,,1.0,
2024-04-29 12:00:00,222012,2024,120,1200,8.17,100.0,,,,2.0,
2024-04-29 13:00:00,222013,2024,120,1300,8.39,100.0,,,,1.0,
2024-04-29 14:00:00,222014,2024,120,1400,8.21,100.0,,,,4.0,
2024-04-29 15:00:00,222015,2024,120,1500,8.02,100.0,,,,3.0,
2024-04-29 16:00:00,222016,2024,120,1600,8.24,100.0,,,,4.0,
2024-04-29 17:00:00,222017,2024,120,1700,7.89,100.0,,,,3.0,
2024-04-29 18:00:00,222018,2024,120,1800,7.86,100.0,,,,1.0,
2024-04-29 19:00:00,222019,2024,120,1900,7.54,100.0,,,,3.0,
2024-04-29 20:00:00,222020,2024,120,2000,7.19,100.0,,,,3.0,
2024-04-29 21:00:00,222021,2024,120,2100,7.0,100.0,,,,3.0,
2024-04-29 22:00:00,222022,2024,120,2200,7.0,100.0,,,,1.0,
2024-04-29 23:00:00,222023,2024,120,2300,7.11,100.0,,,,1.0,
2024-04-30 00:00:00,222024,2024,121,0,7.34,100.0,,,,0.0,
2024-04-30 01:00:00,222025,2024,121,100,7.42,100.0,,,,0.0,
