"time","F14C"
1941,0.975836930572221
1941.25,0.979734055536981
1941.5,0.980175659721691
1941.75,0.980188473471906
1942,0.980019376839012
1942.25,0.979517418719905
1942.5,0.979037749099145
1942.75,0.978560913308797
1943,0.978166450551941
1943.25,0.977989725874194
1943.5,0.978120325891951
1943.75,0.97844136869791
1944,0.978921051355291
1944.25,0.979229089279498
1944.5,0.979356992790711
1944.75,0.979080067942154
1945,0.978494836982361
1945.25,0.977974156460498
1945.5,0.977472516424653
1945.75,0.9773410747419
1946,0.977415803171064
1946.25,0.977693335533311
1946.5,0.977973881116836
1946.75,0.978144322570722
1947,0.978208078314907
1947.25,0.978338808697762
1947.5,0.978408390470027
1947.75,0.978475945444612
1948,0.978446972738704
1948.25,0.978275665454102
1948.5,0.977676320772067
1948.75,0.976846327251441
1949,0.975814808207822
1949.25,0.974719618940136
1949.5,0.974063540776941
1949.75,0.973682944559225
1950,0.973651328004819
1950.25,0.973823206795299
1950.5,0.974101853648017
1950.75,0.97421223824325
1951,0.974276391553912
1951.25,0.974150621508866
1951.5,0.973874053153774
1951.75,0.973543266984028
1952,0.973258830485316
1952.25,0.973380860180733
1952.5,0.974103361994126
1952.75,0.975572060037954
1953,0.977584456108595
1953.25,0.979762479253702
1953.5,0.981800370967881
1953.75,0.983293959721917
1954,0.984896502220197
1954.25,0.987220760179599
1954.5,0.990795946232826
1954.75,0.996019238258556
1955,1.00243992426498
1955.25,1.00941670719933
1955.5,1.01612730248979
1955.75,1.02228371143504
1956,1.0281972799257
1956.25,1.0345574094067
1956.5,1.04195141124798
1956.75,1.05082143924632
1957,1.06084264015412
1957.25,1.07119577316016
1957.5,1.08137455160988
1957.75,1.09113967421651
1958,1.10307026348209
1958.25,1.10300138280867
1958.5,1.13959217382013
1958.75,1.15727274825703
1959,1.17867293703476
1959.25,1.21773271936476
1959.5,1.26816062701675
1959.75,1.24119878171268
1960,1.21431178911823
1960.25,1.19517953927425
1960.5,1.23927933284169
1960.75,1.20591542594759
1961,1.21063770833523
1961.25,1.20439700288793
1961.5,1.24432926357554
1961.75,1.21123484990078
1962,1.25191757924764
1962.25,1.30750138926259
1962.5,1.40407855292359
1962.75,1.39108975296132
1963,1.42135788250416
1963.25,1.51833613325189
1963.5,1.8513707628922
1963.75,1.92320476083766
1964,1.81436824112006
1964.25,1.82621931454033
1964.5,1.90855280154181
1964.75,1.8548626073814
1965,1.77658620181171
1965.25,1.75924540124616
1965.5,1.80320392225741
1965.75,1.7536772628323
1966,1.69645220619283
1966.25,1.68217756096807
1966.5,1.71908025087633
1966.75,1.69262904521836
1967,1.65668290643664
1967.25,1.64099427671043
1967.5,1.65891629931847
1967.75,1.62729533775929
1968,1.59057827820622
1968.25,1.57453497358253
1968.5,1.59512594255043
1968.75,1.5750078407902
1969,1.56634555956014
1969.25,1.55762870312346
1969.5,1.56247781632757
1969.75,1.54598974239078
1970,1.54681816142949
1970.25,1.52674437637648
1970.5,1.54927845260346
1970.75,1.54146812805536
1971,1.50090736732048
1971.25,1.49855941171649
1971.5,1.54144255691657
1971.75,1.51044235983977
1972,1.49046279488266
