"time","F14C"
1941,0.971554946573955
1941.25,0.980382285772562
1941.5,0.981885619360611
1941.75,0.981464804793823
1942,0.981745434222206
1942.25,0.98262520249662
1942.5,0.98378978123787
1942.75,0.984817225480421
1943,0.985256615447728
1943.25,0.984670335515138
1943.5,0.983484108208275
1943.75,0.982097127692311
1944,0.980957404297339
1944.25,0.980424865076337
1944.5,0.980385516605444
1944.75,0.980924466279048
1945,0.9816456722214
1945.25,0.982514173889782
1945.5,0.983392924222556
1945.75,0.984014668875448
1946,0.984292403853763
1946.25,0.98400516878147
1946.5,0.983374537270902
1946.75,0.98244658133604
1947,0.981368824162523
1947.25,0.980278106863188
1947.5,0.979338249270376
1947.75,0.978660094785522
1948,0.978430464916282
1948.25,0.9786485969215
1948.5,0.979177649802473
1948.75,0.979706683313396
1949,0.979924075044259
1949.25,0.979742247738416
1949.5,0.979016231069851
1949.75,0.97778653059545
1950,0.976056363363952
1950.25,0.973870598028292
1950.5,0.971682325622558
1950.75,0.969836835453031
1951,0.968898903244963
1951.25,0.969188319799375
1951.5,0.970268243845674
1951.75,0.971754898327092
1952,0.973081042426467
1952.25,0.973830879013934
1952.5,0.974261021211059
1952.75,0.974284449857278
1953,0.973994355890399
1953.25,0.973556555982729
1953.5,0.973279650766646
1953.75,0.973295041444669
1954,0.973968085382013
1954.25,0.974521992672343
1954.5,0.9795946526739
1954.75,0.976909821971855
1955,0.98584660714529
1955.25,0.9899033206907
1955.5,0.998113047067791
1955.75,0.985659070771049
1956,1.00373339317161
1956.25,1.01026392767694
1956.5,1.03688279958609
1956.75,1.01456981172329
1957,1.02422632251484
1957.25,1.02305945204562
1957.5,1.04410912922132
1957.75,1.04646354675204
1958,1.07120575133041
1958.25,1.06611805379919
1958.5,1.08529105473958
1958.75,1.09685192218199
1959,1.12352740102
1959.25,1.1289665021611
1959.5,1.14748765929837
1959.75,1.16067333926963
1960,1.19145419507076
1960.25,1.17272525755748
1960.5,1.17302628502317
1960.75,1.19241476099265
1961,1.19787417588898
1961.25,1.19496730152936
1961.5,1.19747451873312
1961.75,1.19508889782417
1962,1.20869766370246
1962.25,1.20200047712789
1962.5,1.23246959552851
1962.75,1.25665139430021
1963,1.26450515254659
1963.25,1.28566850096804
1963.5,1.34244924156483
1963.75,1.39786447629646
1964,1.44869809886878
1964.25,1.51074032109287
1964.5,1.54829940447284
1964.75,1.6085866490888
1965,1.65733678986464
1965.25,1.63170347247527
1965.5,1.65705737300009
1965.75,1.64139509890435
1966,1.63450070364847
1966.25,1.63023587601652
1966.5,1.62697799077933
1966.75,1.62788032193744
1967,1.62029595252393
1967.25,1.60687642869179
1967.5,1.59539602468774
1967.75,1.59468077581165
1968,1.56880872072349
1968.25,1.57125739146024
1968.5,1.54886557920196
1968.75,1.54464069599706
1969,1.55338525354474
1969.25,1.54276587714103
1969.5,1.52794106145244
1969.75,1.53181785742349
1970,1.5136487491329
1970.25,1.53596165196027
1970.5,1.51133951781344
1970.75,1.50816037782733
1971,1.50126974785945
1971.25,1.50554012152429
1971.5,1.49308751687716
1971.75,1.49011592786407
1972,1.49138085842186
1972.25,1.47950898707967
1972.5,1.4628933635116
1972.75,1.45655281259638
1973,1.45758449512582
1973.25,1.44927052857667
1973.5,1.43985501657921
1973.75,1.43158945931498
1974,1.41987867789761
1974.25,1.40987922629408
1974.5,1.39041100102074
1974.75,1.39731471918411
1975,1.39907603004061
1975.25,1.39241224350008
